date,state,death,deathDelta
20200404,MI,1030,112
20200405,MI,1150,120
20200406,MI,1291,141
20200407,MI,1449,158
20200408,MI,1600,151
20200409,MI,1756,156
20200410,MI,1917,161
20200411,MI,2081,164
20200412,MI,2249,168
20200413,MI,2391,142
20200414,MI,2532,141
20200415,MI,2672,140
20200416,MI,2841,169
20200417,MI,2984,143
20200418,MI,3107,123
20200419,MI,3236,129
20200420,MI,3347,111
20200421,MI,3471,124
20200422,MI,3602,131
20200423,MI,3711,109
20200424,MI,3818,107
20200425,MI,3929,111
20200426,MI,4036,107
20200427,MI,4148,112
20200428,MI,4247,99
20200429,MI,4335,88
20200430,MI,4434,99
20200501,MI,4520,86
20200502,MI,4579,59
20200503,MI,4641,62
20200504,MI,4722,81
20200505,MI,4781,59
20200506,MI,4839,58
20200507,MI,4925,86
20200508,MI,4987,62
20200509,MI,5036,49
20200510,MI,5081,45
20200511,MI,5139,58
20200512,MI,5188,49
20200513,MI,5232,44
20200514,MI,5278,46
20200515,MI,5325,47
20200516,MI,5357,32
20200517,MI,5396,39
20200518,MI,5427,31
20200519,MI,5470,43
20200520,MI,5514,44
20200521,MI,5555,41
20200522,MI,5586,31
20200523,MI,5612,26
20200524,MI,5640,28
20200525,MI,5678,38
20200526,MI,5703,25
20200527,MI,5727,24
20200528,MI,5751,24
20200529,MI,5778,27
20200530,MI,5802,24
20200531,MI,5818,16
20200601,MI,5843,25
20200602,MI,5869,26
20200603,MI,5884,15
20200604,MI,5901,17
20200605,MI,5909,8
20200606,MI,5916,7
20200607,MI,5927,11
20200608,MI,5942,15
20200609,MI,5951,9
20200610,MI,5952,1
20200611,MI,5985,33
20200612,MI,5990,5
20200613,MI,6013,23
20200614,MI,6016,3
20200615,MI,6017,1
20200616,MI,6034,17
20200617,MI,6036,2
20200618,MI,6061,25
20200619,MI,6067,6
20200620,MI,6087,20
20200621,MI,6090,3
20200622,MI,6097,7
20200623,MI,6109,12
20200624,MI,6114,5
20200625,MI,6133,19
20200626,MI,6134,1
20200627,MI,6153,19
20200628,MI,6158,5
20200629,MI,6161,3
20200630,MI,6193,32
20200701,MI,6198,5
20200702,MI,6212,14
20200703,MI,6215,3
20200704,MI,6218,3
20200705,MI,6218,0
20200706,MI,6221,3
20200707,MI,6251,30
20200708,MI,6262,11
20200709,MI,6271,9
20200710,MI,6285,14
20200711,MI,6313,28
20200712,MI,6314,1
20200713,MI,6321,7
20200714,MI,6326,5
20200715,MI,6330,4
20200716,MI,6348,18
20200717,MI,6355,7
20200718,MI,6364,9
20200719,MI,6366,2
20200720,MI,6373,7
20200721,MI,6382,9
20200722,MI,6388,6
20200723,MI,6395,7
20200724,MI,6400,5
20200725,MI,6400,0
20200726,MI,6400,0
20200727,MI,6405,5
20200728,MI,6421,16
20200729,MI,6422,1
20200730,MI,6443,21
20200731,MI,6450,7
20200801,MI,6457,7
20200802,MI,6457,0
20200803,MI,6463,6
20200804,MI,6471,8
20200805,MI,6478,7
20200806,MI,6506,28
20200306,MN,,-6506
20200307,MN,,0
20200308,MN,,0
20200309,MN,,0
20200310,MN,,0
20200311,MN,,0
20200312,MN,,0
20200313,MN,,0
20200314,MN,,0
20200315,MN,,0
20200316,MN,,0
20200317,MN,,0
20200318,MN,,0
20200319,MN,,0
20200320,MN,,0
20200321,MN,1,1
20200322,MN,1,0
20200323,MN,1,0
20200324,MN,1,0
20200325,MN,1,0
20200326,MN,2,1
20200327,MN,4,2
20200328,MN,5,1
20200329,MN,9,4
20200330,MN,10,1
20200331,MN,12,2
20200401,MN,17,5
20200402,MN,18,1
20200403,MN,22,4
20200404,MN,24,2
20200405,MN,29,5
20200406,MN,30,1
20200407,MN,34,4
20200408,MN,39,5
20200409,MN,50,11
20200410,MN,57,7
20200411,MN,64,7
20200412,MN,70,6
20200413,MN,70,0
20200414,MN,79,9
20200415,MN,87,8
20200416,MN,94,7
20200417,MN,111,17
20200418,MN,121,10
20200419,MN,134,13
20200420,MN,143,9
20200421,MN,160,17
20200422,MN,179,19
20200423,MN,200,21
20200424,MN,221,21
20200425,MN,244,23
20200426,MN,272,28
20200427,MN,286,14
20200428,MN,301,15
20200429,MN,319,18
20200430,MN,343,24
20200501,MN,371,28
20200502,MN,395,24
20200503,MN,419,24
20200504,MN,428,9
20200505,MN,455,27
20200506,MN,485,30
20200507,MN,508,23
20200508,MN,534,26
20200509,MN,558,24
20200510,MN,578,20
20200511,MN,591,13
20200512,MN,614,23
20200513,MN,638,24
20200514,MN,663,25
20200515,MN,692,29
20200516,MN,709,17
20200517,MN,731,22
20200518,MN,740,9
20200519,MN,757,17
20200520,MN,786,29
20200521,MN,818,32
20200522,MN,851,33
20200523,MN,861,10
20200524,MN,878,17
20200525,MN,890,12
20200526,MN,908,18
20200527,MN,942,34
20200528,MN,977,35
20200529,MN,1006,29
20200530,MN,1036,30
20200531,MN,1050,14
20200601,MN,1060,10
20200602,MN,1082,22
20200603,MN,1097,15
20200604,MN,1126,29
20200605,MN,1159,33
20200606,MN,1181,22
20200607,MN,1197,16
20200608,MN,1208,11
20200609,MN,1228,20
20200610,MN,1267,39
20200611,MN,1280,13
20200612,MN,1305,25
20200613,MN,1314,9
20200614,MN,1329,15
20200615,MN,1335,6
20200616,MN,1344,9
20200617,MN,1357,13
20200618,MN,1376,19
20200619,MN,1393,17
20200620,MN,1404,11
20200621,MN,1412,8
20200622,MN,1416,4
20200623,MN,1425,9
20200624,MN,1432,7
20200625,MN,1441,9
20200626,MN,1446,5
20200627,MN,1452,6
20200628,MN,1460,8
20200629,MN,1470,10
20200630,MN,1476,6
20200701,MN,1482,6
20200702,MN,1495,13
20200703,MN,1503,8
20200704,MN,1503,0
20200705,MN,1508,5
20200706,MN,1511,3
20200707,MN,1514,3
20200708,MN,1523,9
20200709,MN,1528,5
20200710,MN,1533,5
20200711,MN,1537,4
20200712,MN,1540,3
20200713,MN,1542,2
20200714,MN,1548,6
20200715,MN,1558,10
20200716,MN,1566,8
20200717,MN,1573,7
20200718,MN,1578,5
20200719,MN,1581,3
20200720,MN,1585,4
20200721,MN,1588,3
20200722,MN,1592,4
20200723,MN,1601,9
20200724,MN,1606,5
20200725,MN,1611,5
20200726,MN,1614,3
20200727,MN,1616,2
20200728,MN,1620,4
20200729,MN,1629,9
20200730,MN,1634,5
20200731,MN,1640,6
20200801,MN,1646,6
20200802,MN,1654,8
20200803,MN,1656,2
20200804,MN,1660,4
20200805,MN,1670,10
20200806,MN,1677,7
20200307,MO,,-1677
20200308,MO,,0
20200309,MO,,0
20200310,MO,,0
20200311,MO,,0
20200312,MO,,0
20200313,MO,,0
20200314,MO,0,0
20200315,MO,0,0
20200316,MO,0,0
20200317,MO,0,0
20200318,MO,0,0
20200319,MO,1,1
20200320,MO,1,0
20200321,MO,3,2
20200322,MO,3,0
20200323,MO,3,0
20200324,MO,3,0
20200325,MO,8,5
20200326,MO,8,0
20200327,MO,8,0
20200328,MO,10,2
20200329,MO,10,0
20200330,MO,13,3
20200331,MO,14,1
20200401,MO,18,4
20200402,MO,19,1
20200403,MO,19,0
20200404,MO,24,5
20200405,MO,34,10
20200406,MO,39,5
20200407,MO,53,14
20200408,MO,58,5
20200409,MO,77,19
20200410,MO,96,19
20200411,MO,109,13
20200412,MO,110,1
20200413,MO,114,4
20200414,MO,133,19
20200415,MO,147,14
20200416,MO,152,5
20200417,MO,165,13
20200418,MO,175,10
20200419,MO,176,1
20200420,MO,177,1
20200421,MO,189,12
20200422,MO,208,19
20200423,MO,218,10
20200424,MO,262,44
20200425,MO,273,11
20200426,MO,274,1
20200427,MO,288,14
20200428,MO,314,26
20200429,MO,318,4
20200430,MO,329,11
20200501,MO,337,8
20200502,MO,351,14
20200503,MO,352,1
20200504,MO,358,6
20200505,MO,377,19
20200506,MO,396,19
20200507,MO,418,22
20200508,MO,449,31
20200509,MO,472,23
20200510,MO,482,10
20200511,MO,488,6
20200512,MO,524,36
20200513,MO,542,18
20200514,MO,562,20
20200515,MO,576,14
20200516,MO,589,13
20200517,MO,594,5
20200518,MO,605,11
20200519,MO,616,11
20200520,MO,631,15
20200521,MO,661,30
20200522,MO,671,10
20200523,MO,676,5
20200524,MO,681,5
20200525,MO,685,4
20200526,MO,686,1
20200527,MO,696,10
20200528,MO,707,11
20200529,MO,738,31
20200530,MO,771,33
20200531,MO,772,1
20200601,MO,773,1
20200602,MO,783,10
20200603,MO,786,3
20200604,MO,786,0
20200605,MO,799,13
20200606,MO,809,10
20200607,MO,809,0
20200608,MO,819,10
20200609,MO,840,21
20200610,MO,848,8
20200611,MO,860,12
20200612,MO,872,12
20200613,MO,879,7
20200614,MO,879,0
20200615,MO,880,1
20200616,MO,882,2
20200617,MO,909,27
20200618,MO,946,37
20200619,MO,948,2
20200620,MO,955,7
20200621,MO,956,1
20200622,MO,961,5
20200623,MO,961,0
20200624,MO,975,14
20200625,MO,982,7
20200626,MO,990,8
20200627,MO,996,6
20200628,MO,997,1
20200629,MO,998,1
20200630,MO,1015,17
20200701,MO,1017,2
20200702,MO,1022,5
20200703,MO,1026,4
20200704,MO,1027,1
20200705,MO,1028,1
20200706,MO,1028,0
20200707,MO,1042,14
20200708,MO,1046,4
20200709,MO,1051,5
20200710,MO,1051,0
20200711,MO,1069,18
20200712,MO,1069,0
20200713,MO,1083,14
20200714,MO,1093,10
20200715,MO,1102,9
20200716,MO,1113,11
20200717,MO,1121,8
20200718,MO,1130,9
20200719,MO,1129,-1
20200720,MO,1132,3
20200721,MO,1143,11
20200722,MO,1159,16
20200723,MO,1179,20
20200724,MO,1178,-1
20200725,MO,1182,4
20200726,MO,1197,15
20200727,MO,1201,4
20200728,MO,1213,12
20200729,MO,1220,7
20200730,MO,1233,13
20200731,MO,1243,10
20200801,MO,1253,10
20200802,MO,1253,0
20200803,MO,1255,2
20200804,MO,1266,11
20200805,MO,1272,6
20200806,MO,1280,8
20200316,MP,,-1280
20200317,MP,,0
20200318,MP,0,0
20200319,MP,0,0
20200320,MP,0,0
20200321,MP,0,0
20200322,MP,0,0
20200323,MP,0,0
20200324,MP,0,0
20200325,MP,0,0
20200326,MP,0,0
20200327,MP,0,0
20200328,MP,,0
20200329,MP,,0
20200330,MP,,0
20200331,MP,,0
20200401,MP,,0
20200402,MP,1,1
20200403,MP,1,0
20200404,MP,1,0
20200405,MP,1,0
20200406,MP,1,0
20200407,MP,2,1
20200408,MP,2,0
20200409,MP,2,0
20200410,MP,2,0
20200411,MP,2,0
20200412,MP,2,0
20200413,MP,2,0
20200414,MP,2,0
20200415,MP,2,0
20200416,MP,2,0
20200417,MP,2,0
20200418,MP,2,0
20200419,MP,2,0
20200420,MP,2,0
20200421,MP,2,0
20200422,MP,2,0
20200423,MP,2,0
20200424,MP,2,0
20200425,MP,2,0
20200426,MP,2,0
20200427,MP,2,0
20200428,MP,2,0
20200429,MP,2,0
20200430,MP,2,0
20200501,MP,2,0
20200502,MP,2,0
20200503,MP,2,0
20200504,MP,2,0
20200505,MP,2,0
20200506,MP,2,0
20200507,MP,2,0
20200508,MP,2,0
20200509,MP,2,0
20200510,MP,2,0
20200511,MP,2,0
20200512,MP,2,0
20200513,MP,2,0
20200514,MP,2,0
20200515,MP,2,0
20200516,MP,2,0
20200517,MP,2,0
20200518,MP,2,0
20200519,MP,2,0
20200520,MP,2,0
20200521,MP,2,0
20200522,MP,2,0
20200523,MP,2,0
20200524,MP,2,0
20200525,MP,2,0
20200526,MP,2,0
20200527,MP,2,0
20200528,MP,2,0
20200529,MP,2,0
20200530,MP,2,0
20200531,MP,2,0
20200601,MP,2,0
20200602,MP,2,0
20200603,MP,2,0
20200604,MP,2,0
20200605,MP,2,0
20200606,MP,2,0
20200607,MP,2,0
20200608,MP,2,0
20200609,MP,2,0
20200610,MP,2,0
20200611,MP,2,0
20200612,MP,2,0
20200613,MP,2,0
20200614,MP,2,0
20200615,MP,2,0
20200616,MP,2,0
20200617,MP,2,0
20200618,MP,2,0
20200619,MP,2,0
20200620,MP,2,0
20200621,MP,2,0
20200622,MP,2,0
20200623,MP,2,0
20200624,MP,2,0
20200625,MP,2,0
20200626,MP,2,0
20200627,MP,2,0
20200628,MP,2,0
20200629,MP,2,0
20200630,MP,2,0
20200701,MP,2,0
20200702,MP,2,0
20200703,MP,2,0
20200704,MP,2,0
20200705,MP,2,0
20200706,MP,2,0
20200707,MP,2,0
20200708,MP,2,0
20200709,MP,2,0
20200710,MP,2,0
20200711,MP,2,0
20200712,MP,2,0
20200713,MP,2,0
20200714,MP,2,0
20200715,MP,2,0
20200716,MP,2,0
20200717,MP,2,0
20200718,MP,2,0
20200719,MP,2,0
20200720,MP,2,0
20200721,MP,2,0
20200722,MP,2,0
20200723,MP,2,0
20200724,MP,2,0
20200725,MP,2,0
20200726,MP,2,0
20200727,MP,2,0
20200728,MP,2,0
20200729,MP,2,0
20200730,MP,2,0
20200731,MP,2,0
20200801,MP,2,0
20200802,MP,2,0
20200803,MP,2,0
20200804,MP,2,0
20200805,MP,2,0
20200806,MP,2,0
20200307,MS,,-2
20200308,MS,,0
20200309,MS,,0
20200310,MS,,0
20200311,MS,,0
20200312,MS,,0
20200313,MS,,0
20200314,MS,,0
20200315,MS,,0
20200316,MS,,0
20200317,MS,,0
20200318,MS,,0
20200319,MS,,0
20200320,MS,1,1
20200321,MS,1,0
20200322,MS,1,0
20200323,MS,1,0
20200324,MS,1,0
20200325,MS,2,1
20200326,MS,6,4
20200327,MS,8,2
20200328,MS,13,5
20200329,MS,14,1
20200330,MS,16,2
20200331,MS,20,4
20200401,MS,22,2
20200402,MS,26,4
20200403,MS,29,3
20200404,MS,35,6
20200405,MS,43,8
20200406,MS,51,8
20200407,MS,59,8
20200408,MS,67,8
20200409,MS,76,9
20200410,MS,82,6
20200411,MS,93,11
20200412,MS,96,3
20200413,MS,98,2
20200414,MS,111,13
20200415,MS,122,11
20200416,MS,129,7
20200417,MS,140,11
20200418,MS,152,12
20200419,MS,159,7
20200420,MS,169,10
20200421,MS,183,14
20200422,MS,193,10
20200423,MS,201,8
20200424,MS,209,8
20200425,MS,221,12
20200426,MS,227,6
20200427,MS,229,2
20200428,MS,239,10
20200429,MS,250,11
20200430,MS,261,11
20200501,MS,281,20
20200502,MS,291,10
20200503,MS,303,12
20200504,MS,310,7
20200505,MS,342,32
20200506,MS,374,32
20200507,MS,396,22
20200508,MS,409,13
20200509,MS,421,12
20200510,MS,430,9
20200511,MS,435,5
20200512,MS,457,22
20200513,MS,465,8
20200514,MS,480,15
20200515,MS,493,13
20200516,MS,510,17
20200517,MS,521,11
20200518,MS,528,7
20200519,MS,554,26
20200520,MS,570,16
20200521,MS,580,10
20200522,MS,596,16
20200523,MS,616,20
20200524,MS,625,9
20200525,MS,635,10
20200526,MS,652,17
20200527,MS,670,18
20200528,MS,693,23
20200529,MS,710,17
20200530,MS,723,13
20200531,MS,734,11
20200601,MS,739,5
20200602,MS,767,28
20200603,MS,782,15
20200604,MS,794,12
20200605,MS,803,9
20200606,MS,803,0
20200607,MS,817,14
20200608,MS,837,20
20200609,MS,837,0
20200610,MS,868,31
20200611,MS,868,0
20200612,MS,881,13
20200613,MS,889,8
20200614,MS,891,2
20200615,MS,895,4
20200616,MS,915,20
20200617,MS,938,23
20200618,MS,938,0
20200619,MS,938,0
20200620,MS,938,0
20200621,MS,938,0
20200622,MS,978,40
20200623,MS,989,11
20200624,MS,1011,22
20200625,MS,1016,5
20200626,MS,1022,6
20200627,MS,1035,13
20200628,MS,1039,4
20200629,MS,1059,20
20200630,MS,1073,14
20200701,MS,1082,9
20200702,MS,1092,10
20200703,MS,1092,0
20200704,MS,1107,15
20200705,MS,1111,4
20200706,MS,1114,3
20200707,MS,1158,44
20200708,MS,1188,30
20200709,MS,1204,16
20200710,MS,1215,11
20200711,MS,1230,15
20200712,MS,1249,19
20200713,MS,1250,1
20200714,MS,1272,22
20200715,MS,1290,18
20200716,MS,1308,18
20200717,MS,1332,24
20200718,MS,1346,14
20200719,MS,1355,9
20200720,MS,1358,3
20200721,MS,1389,31
20200722,MS,1423,34
20200723,MS,1436,13
20200724,MS,1463,27
20200725,MS,1480,17
20200726,MS,1495,15
20200727,MS,1501,6
20200728,MS,1543,42
20200729,MS,1563,20
20200730,MS,1611,48
20200731,MS,1663,52
20200801,MS,1693,30
20200802,MS,1703,10
20200803,MS,1711,8
20200804,MS,1753,42
20200805,MS,1804,51
20200806,MS,1825,21
20200307,MT,,-1825
20200308,MT,,0
20200309,MT,,0
20200310,MT,,0
20200311,MT,,0
20200312,MT,,0
20200313,MT,,0
20200314,MT,,0
20200315,MT,,0
20200316,MT,,0
20200317,MT,,0
20200318,MT,,0
20200319,MT,,0
20200320,MT,,0
20200321,MT,,0
20200322,MT,,0
20200323,MT,,0
20200324,MT,,0
20200325,MT,,0
20200326,MT,,0
20200327,MT,,0
20200328,MT,1,1
20200329,MT,1,0
20200330,MT,4,3
20200331,MT,4,0
20200401,MT,5,1
20200402,MT,5,0
20200403,MT,5,0
20200404,MT,5,0
20200405,MT,6,1
20200406,MT,6,0
20200407,MT,6,0
20200408,MT,6,0
20200409,MT,6,0
20200410,MT,6,0
20200411,MT,6,0
20200412,MT,6,0
20200413,MT,7,1
20200414,MT,7,0
20200415,MT,7,0
20200416,MT,7,0
20200417,MT,8,1
20200418,MT,10,2
20200419,MT,10,0
20200420,MT,10,0
20200421,MT,12,2
20200422,MT,14,2
20200423,MT,14,0
20200424,MT,14,0
20200425,MT,14,0
20200426,MT,14,0
20200427,MT,14,0
20200428,MT,15,1
20200429,MT,16,1
20200430,MT,16,0
20200501,MT,16,0
20200502,MT,16,0
20200503,MT,16,0
20200504,MT,16,0
20200505,MT,16,0
20200506,MT,16,0
20200507,MT,16,0
20200508,MT,16,0
20200509,MT,16,0
20200510,MT,16,0
20200511,MT,16,0
20200512,MT,16,0
20200513,MT,16,0
20200514,MT,16,0
20200515,MT,16,0
20200516,MT,16,0
20200517,MT,16,0
20200518,MT,16,0
20200519,MT,16,0
20200520,MT,16,0
20200521,MT,16,0
20200522,MT,16,0
20200523,MT,16,0
20200524,MT,16,0
20200525,MT,16,0
20200526,MT,17,1
20200527,MT,17,0
20200528,MT,17,0
20200529,MT,17,0
20200530,MT,17,0
20200531,MT,17,0
20200601,MT,17,0
20200602,MT,17,0
20200603,MT,17,0
20200604,MT,17,0
20200605,MT,18,1
20200606,MT,18,0
20200607,MT,18,0
20200608,MT,18,0
20200609,MT,18,0
20200610,MT,18,0
20200611,MT,18,0
20200612,MT,18,0
20200613,MT,18,0
20200614,MT,19,1
20200615,MT,19,0
20200616,MT,19,0
20200617,MT,20,1
20200618,MT,20,0
20200619,MT,20,0
20200620,MT,20,0
20200621,MT,20,0
20200622,MT,21,1
20200623,MT,21,0
20200624,MT,21,0
20200625,MT,21,0
20200626,MT,22,1
20200627,MT,22,0
20200628,MT,22,0
20200629,MT,22,0
20200630,MT,22,0
20200701,MT,22,0
20200702,MT,22,0
20200703,MT,23,1
20200704,MT,23,0
20200705,MT,23,0
20200706,MT,23,0
20200707,MT,23,0
20200708,MT,23,0
20200709,MT,25,2
20200710,MT,28,3
20200711,MT,29,1
20200712,MT,29,0
20200713,MT,32,3
20200714,MT,34,2
20200715,MT,34,0
20200716,MT,35,1
20200717,MT,37,2
20200718,MT,37,0
20200719,MT,37,0
20200720,MT,39,2
20200721,MT,40,1
20200722,MT,42,2
20200723,MT,43,1
20200724,MT,46,3
20200725,MT,46,0
20200726,MT,46,0
20200727,MT,47,1
20200728,MT,51,4
20200729,MT,54,3
20200730,MT,55,1
20200731,MT,60,5
20200801,MT,61,1
20200802,MT,61,0
20200803,MT,64,3
20200804,MT,64,0
20200805,MT,65,1
20200806,MT,65,0
20200304,NC,,-65
20200305,NC,,0
20200306,NC,,0
20200307,NC,,0
20200308,NC,,0
20200309,NC,,0
20200310,NC,,0
20200311,NC,,0
20200312,NC,,0
20200313,NC,,0
20200314,NC,,0
20200315,NC,,0
20200316,NC,0,0
20200317,NC,0,0
20200318,NC,0,0
20200319,NC,0,0
20200320,NC,0,0
20200321,NC,0,0
20200322,NC,0,0
20200323,NC,0,0
20200324,NC,0,0
20200325,NC,1,1
20200326,NC,2,1
20200327,NC,3,1
20200328,NC,4,1
20200329,NC,4,0
20200330,NC,6,2
20200331,NC,8,2
20200401,NC,10,2
20200402,NC,16,6
20200403,NC,19,3
20200404,NC,24,5
20200405,NC,31,7
20200406,NC,33,2
20200407,NC,46,13
20200408,NC,53,7
20200409,NC,65,12
20200410,NC,74,9
20200411,NC,80,6
20200412,NC,81,1
20200413,NC,86,5
20200414,NC,108,22
20200415,NC,117,9
20200416,NC,131,14
20200417,NC,152,21
20200418,NC,164,12
20200419,NC,172,8
20200420,NC,179,7
20200421,NC,213,34
20200422,NC,242,29
20200423,NC,253,11
20200424,NC,269,16
20200425,NC,289,20
20200426,NC,299,10
20200427,NC,306,7
20200428,NC,342,36
20200429,NC,354,12
20200430,NC,378,24
20200501,NC,399,21
20200502,NC,420,21
20200503,NC,422,2
20200504,NC,430,8
20200505,NC,452,22
20200506,NC,477,25
20200507,NC,507,30
20200508,NC,527,20
20200509,NC,544,17
20200510,NC,547,3
20200511,NC,550,3
20200512,NC,577,27
20200513,NC,597,20
20200514,NC,615,18
20200515,NC,641,26
20200516,NC,652,11
20200517,NC,659,7
20200518,NC,661,2
20200519,NC,691,30
20200520,NC,702,11
20200521,NC,716,14
20200522,NC,728,12
20200523,NC,737,9
20200524,NC,744,7
20200525,NC,754,10
20200526,NC,766,12
20200527,NC,794,28
20200528,NC,827,33
20200529,NC,859,32
20200530,NC,877,18
20200531,NC,886,9
20200601,NC,898,12
20200602,NC,921,23
20200603,NC,939,18
20200604,NC,960,21
20200605,NC,966,6
20200606,NC,992,26
20200607,NC,996,4
20200608,NC,1006,10
20200609,NC,1029,23
20200610,NC,1053,24
20200611,NC,1064,11
20200612,NC,1092,28
20200613,NC,1104,12
20200614,NC,1109,5
20200615,NC,1118,9
20200616,NC,1154,36
20200617,NC,1168,14
20200618,NC,1175,7
20200619,NC,1197,22
20200620,NC,1212,15
20200621,NC,1220,8
20200622,NC,1223,3
20200623,NC,1251,28
20200624,NC,1266,15
20200625,NC,1284,18
20200626,NC,1303,19
20200627,NC,1312,9
20200628,NC,1322,10
20200629,NC,1325,3
20200630,NC,1343,18
20200701,NC,1373,30
20200702,NC,1391,18
20200703,NC,1392,1
20200704,NC,1395,3
20200705,NC,1396,1
20200706,NC,1398,2
20200707,NC,1420,22
20200708,NC,1441,21
20200709,NC,1461,20
20200710,NC,1479,18
20200711,NC,1499,20
20200712,NC,1503,4
20200713,NC,1510,7
20200714,NC,1552,42
20200715,NC,1568,16
20200716,NC,1588,20
20200717,NC,1606,18
20200718,NC,1629,23
20200719,NC,1634,5
20200720,NC,1642,8
20200721,NC,1668,26
20200722,NC,1698,30
20200723,NC,1726,28
20200724,NC,1746,20
20200725,NC,1778,32
20200726,NC,1785,7
20200727,NC,1790,5
20200728,NC,1820,30
20200729,NC,1865,45
20200730,NC,1903,38
20200731,NC,1924,21
20200801,NC,1964,40
20200802,NC,1969,5
20200803,NC,1982,13
20200804,NC,2010,28
20200805,NC,2050,40
20200806,NC,2092,42
20200307,ND,,-2092
20200308,ND,,0
20200309,ND,,0
20200310,ND,,0
20200311,ND,,0
20200312,ND,,0
20200313,ND,0,0
20200314,ND,0,0
20200315,ND,0,0
20200316,ND,0,0
20200317,ND,0,0
20200318,ND,0,0
20200319,ND,0,0
20200320,ND,0,0
20200321,ND,0,0
20200322,ND,0,0
20200323,ND,0,0
20200324,ND,0,0
20200325,ND,0,0
20200326,ND,0,0
20200327,ND,0,0
20200328,ND,1,1
20200329,ND,1,0
20200330,ND,2,1
20200331,ND,3,1
20200401,ND,3,0
20200402,ND,3,0
20200403,ND,3,0
20200404,ND,3,0
20200405,ND,3,0
20200406,ND,3,0
20200407,ND,4,1
20200408,ND,4,0
20200409,ND,5,1
20200410,ND,6,1
20200411,ND,7,1
20200412,ND,8,1
20200413,ND,8,0
20200414,ND,9,1
20200415,ND,9,0
20200416,ND,9,0
20200417,ND,9,0
20200418,ND,9,0
20200419,ND,10,1
20200420,ND,13,3
20200421,ND,13,0
20200422,ND,14,1
20200423,ND,15,1
20200424,ND,15,0
20200425,ND,16,1
20200426,ND,17,1
20200427,ND,19,2
20200428,ND,19,0
20200429,ND,19,0
20200430,ND,19,0
20200501,ND,23,4
20200502,ND,24,1
20200503,ND,16,-8
20200504,ND,15,-1
20200505,ND,17,2
20200506,ND,22,5
20200507,ND,23,1
20200508,ND,24,1
20200509,ND,24,0
20200510,ND,24,0
20200511,ND,24,0
20200512,ND,25,1
20200513,ND,29,4
20200514,ND,31,2
20200515,ND,35,4
20200516,ND,35,0
20200517,ND,35,0
20200518,ND,37,2
20200519,ND,37,0
20200520,ND,37,0
20200521,ND,38,1
20200522,ND,39,1
20200523,ND,39,0
20200524,ND,39,0
20200525,ND,39,0
20200526,ND,40,1
20200527,ND,44,4
20200528,ND,48,4
20200529,ND,48,0
20200530,ND,48,0
20200531,ND,48,0
20200601,ND,50,2
20200602,ND,54,4
20200603,ND,54,0
20200604,ND,58,4
20200605,ND,59,1
20200606,ND,59,0
20200607,ND,59,0
20200608,ND,62,3
20200609,ND,65,3
20200610,ND,67,2
20200611,ND,67,0
20200612,ND,67,0
20200613,ND,67,0
20200614,ND,67,0
20200615,ND,68,1
20200616,ND,69,1
20200617,ND,70,1
20200618,ND,70,0
20200619,ND,71,1
20200620,ND,71,0
20200621,ND,71,0
20200622,ND,72,1
20200623,ND,73,1
20200624,ND,74,1
20200625,ND,76,2
20200626,ND,77,1
20200627,ND,77,0
20200628,ND,77,0
20200629,ND,77,0
20200630,ND,78,1
20200701,ND,78,0
20200702,ND,78,0
20200703,ND,78,0
20200704,ND,78,0
20200705,ND,78,0
20200706,ND,78,0
20200707,ND,81,3
20200708,ND,78,-3
20200709,ND,78,0
20200710,ND,78,0
20200711,ND,78,0
20200712,ND,78,0
20200713,ND,78,0
20200714,ND,78,0
20200715,ND,81,3
20200716,ND,82,1
20200717,ND,82,0
20200718,ND,82,0
20200719,ND,82,0
20200720,ND,82,0
20200721,ND,84,2
20200722,ND,88,4
20200723,ND,88,0
20200724,ND,88,0
20200725,ND,91,3
20200726,ND,91,0
20200727,ND,91,0
20200728,ND,92,1
20200729,ND,92,0
20200730,ND,95,3
20200731,ND,95,0
20200801,ND,95,0
20200802,ND,95,0
20200803,ND,95,0
20200804,ND,96,1
20200805,ND,96,0
20200806,ND,98,2
20200305,NE,,-98
20200306,NE,,0
20200307,NE,,0
20200308,NE,,0
20200309,NE,,0
20200310,NE,,0
20200311,NE,,0
20200312,NE,,0
20200313,NE,,0
20200314,NE,,0
20200315,NE,,0
20200316,NE,,0
20200317,NE,,0
20200318,NE,,0
20200319,NE,0,0
20200320,NE,0,0
20200321,NE,0,0
20200322,NE,0,0
20200323,NE,0,0
20200324,NE,0,0
20200325,NE,0,0
20200326,NE,0,0
20200327,NE,0,0
20200328,NE,2,2
20200329,NE,2,0
20200330,NE,2,0
20200331,NE,3,1
20200401,NE,4,1
20200402,NE,5,1
20200403,NE,6,1
20200404,NE,6,0
20200405,NE,8,2
20200406,NE,8,0
20200407,NE,10,2
20200408,NE,12,2
20200409,NE,14,2
20200410,NE,15,1
20200411,NE,17,2
20200412,NE,17,0
20200413,NE,17,0
20200414,NE,18,1
20200415,NE,20,2
20200416,NE,21,1
20200417,NE,24,3
20200418,NE,24,0
20200419,NE,28,4
20200420,NE,28,0
20200421,NE,33,5
20200422,NE,38,5
20200423,NE,45,7
20200424,NE,47,2
20200425,NE,50,3
20200426,NE,53,3
20200427,NE,56,3
20200428,NE,55,-1
20200429,NE,55,0
